type_annonce,titre,location,date,modele,transsmission,carburant,image,propriétere,link,ville,quartier
Voitures de location,fiat tipo life bva,"rabat, autre secteur",il y a 13 minutes,,N/A,N/A,N/A,BRC AUTO,https://www.avito.ma/fr/autre_secteur/voitures_de_location/Fiat_tipo_life_BVA_54170460.htm,rabat,autre secteur
Voitures d'occasion,renault megane 09-2020 automatique à marrakech,"marrakech, massira 2",il y a 12 minutes,2020,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/RENAULT_MEGANE_09_2020_Automatique_à_Marrakech_53862381.htm,marrakech,massira 2
Voitures d'occasion,mercedes-benz classe cla diesel automatique 2016,"marrakech, massira 2",il y a 12 minutes,2016,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/Mercedes_Benz_Classe_CLA_Diesel_Automatique_2016_55211365.htm,marrakech,massira 2
Voitures d'occasion,range rover evoque 06-2018 à marrakech,"marrakech, massira 2",il y a 12 minutes,2018,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/RANGE_ROVER_EVOQUE_06_2018_à_Marrakech_56232334.htm,marrakech,massira 2
Voitures d'occasion,tiguan r-line 150ch modèle 2021 dédouane 2023,"fès, route ain chkaf",il y a 12 minutes,2021,Automatique,Diesel,N/A,W16_autohaus,https://www.avito.ma/fr/route_ain_chkaf/voitures_d_occasion/Tiguan_R_Line_150ch_Modèle_2021_dédouane_2023_55222920.htm,fès,route ain chkaf
Voitures d'occasion,nissan navara 05-2015 à marrakech,"marrakech, massira 2",il y a 13 minutes,2015,Manuelle,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/NISSAN_NAVARA_05_2015_à_Marrakech_54217408.htm,marrakech,massira 2
Voitures d'occasion,dacia sandero diesel manuelle 2023 à tanger full,"tanger, mozart",il y a 13 minutes,2023,Manuelle,Diesel,N/A,VIP Auto Tanger,https://www.avito.ma/fr/mozart/voitures_d_occasion/Dacia_Sandero_Diesel_Manuelle_2023_à_Tanger_full_57323821.htm,tanger,mozart
Voitures d'occasion,peugeot rifter 6 porte,"casablanca, centre ville",il y a 14 minutes,2022,Manuelle,Diesel,N/A,abdelkarim,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Peugeot_Rifter_6_porte_51127303.htm,casablanca,centre ville
Voitures d'occasion,audi q3 diesel quattro 2017,"agadir, centre ville",il y a 14 minutes,2017,Automatique,Diesel,N/A,«,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Audi_Q3_Diesel_Quattro_2017_57505225.htm,agadir,centre ville
Voitures d'occasion,land rover velar diesel automatique 2018,"marrakech, massira 1",il y a 14 minutes,2018,Automatique,Diesel,N/A,Auto Hamza,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Land_Rover_Velar_Diesel_Automatique_2018_55448945.htm,marrakech,massira 1
Voitures d'occasion,chery tiggo 2 pro essence automatique 2022,"marrakech, massira 1",il y a 14 minutes,2022,Automatique,Essence,N/A,Auto Hamza,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Chery_Tiggo_2_Pro_Essence_Automatique_2022_57481983.htm,marrakech,massira 1
Voitures d'occasion,mercedes classe e280 diesel,"casablanca, belvédère",il y a 13 minutes,2008,Automatique,Diesel,N/A,Particulier,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Mercedes_classe_E280_diesel_51370044.htm,casablanca,belvédère
Voitures d'occasion,mercedes-benz gle 03-2018 à marrakech,"marrakech, massira 2",il y a 13 minutes,2018,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/MERCEDES_BENZ_GLE_03_2018_à_Marrakech_55402570.htm,marrakech,massira 2
Voitures d'occasion,new beetle 2020,"casablanca, ain sebaa",il y a 12 minutes,2020,Automatique,Diesel,N/A,Abdo,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/New_Beetle_2020_57404914.htm,casablanca,ain sebaa
Voitures d'occasion,mitsubishi l200 1ère main,"casablanca, aïn diab",il y a 14 minutes,2023,Manuelle,Diesel,N/A,EL mos,https://www.avito.ma/fr/aïn_diab/voitures_d_occasion/Mitsubishi_L200_1ère_main_57305952.htm,casablanca,aïn diab
Voitures d'occasion,mercedes-benz c220d 05-2017 dédouaner 07-2022,"marrakech, massira 1",il y a 13 minutes,2017,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Mercedes_benz_C220d_05_2017_Dédouaner_07_2022_51542052.htm,marrakech,massira 1
Voitures d'occasion,evogue inporte accepte reprise,"casablanca, californie",il y a 14 minutes,2021,Automatique,Diesel,N/A,Anas,https://www.avito.ma/fr/californie/voitures_d_occasion/evogue_Inporte_accepte_reprise_56379884.htm,casablanca,californie
Voitures d'occasion,bmw série 2 diesel automatique 2016 à tétouan,"tétouan, wilaya",il y a 14 minutes,2016,Automatique,Diesel,N/A,ALAE,https://www.avito.ma/fr/wilaya/voitures_d_occasion/BMW_Série_2_Diesel_Automatique_2016_à_Tétouan_57342735.htm,tétouan,wilaya
Voitures d'occasion,fiat 500 essence,"tétouan, safir",il y a 9 heures,2022,Automatique,Essence,https://content.avito.ma/classifieds/images/10141829421?t=images,G. Ryad Auto,https://www.avito.ma/fr/safir/voitures_d_occasion/Fiat_500_essence_57116912.htm,tétouan,safir
Voitures de location,location voiture de luxe,"marrakech, guéliz",il y a 1 heure,,N/A,N/A,https://content.avito.ma/classifieds/images/10120991325?t=images,Redkech Car,https://www.avito.ma/fr/guéliz/voitures_de_location/Location_voiture_de_luxe_49369145.htm,marrakech,guéliz
Voitures d'occasion,audi a3 diesel s-line 2020 à rabat,"rabat, yacoub el mansour",il y a 22 heures,2020,Automatique,Diesel,https://content.avito.ma/classifieds/images/10134584460?t=images,Auto Barangouch,https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/Audi_A3_Diesel_s_line_2020_à_Rabat_56422670.htm,rabat,yacoub el mansour
Voitures d'occasion,range rover evoque 06-2018 à marrakech,"marrakech, massira 2",il y a 12 minutes,2018,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/RANGE_ROVER_EVOQUE_06_2018_à_Marrakech_56232334.htm,marrakech,massira 2
Voitures d'occasion,tiguan r-line 150ch modèle 2021 dédouane 2023,"fès, route ain chkaf",il y a 12 minutes,2021,Automatique,Diesel,N/A,W16_autohaus,https://www.avito.ma/fr/route_ain_chkaf/voitures_d_occasion/Tiguan_R_Line_150ch_Modèle_2021_dédouane_2023_55222920.htm,fès,route ain chkaf
Voitures d'occasion,mercedes-benz c220d 05-2017 dédouaner 07-2022,"marrakech, massira 1",il y a 13 minutes,2017,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Mercedes_benz_C220d_05_2017_Dédouaner_07_2022_51542052.htm,marrakech,massira 1
Voitures d'occasion,bmw série 2 diesel automatique 2016 à tétouan,"tétouan, wilaya",il y a 14 minutes,2016,Automatique,Diesel,N/A,ALAE,https://www.avito.ma/fr/wilaya/voitures_d_occasion/BMW_Série_2_Diesel_Automatique_2016_à_Tétouan_57342735.htm,tétouan,wilaya
Voitures d'occasion,hyundai tucson automatique 2017,"rabat, guich oudaya",il y a 14 minutes,2017,Automatique,Diesel,N/A,Auto ben farid,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Hyundai_Tucson_automatique_2017_56989229.htm,rabat,guich oudaya
Voitures d'occasion,hyundai tucson diesel automatique 2019 à marrakech,"marrakech, massira 1",il y a 14 minutes,2019,Automatique,Diesel,N/A,Auto Hamza,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Hyundai_Tucson_Diesel_Automatique_2019_à_Marrakech_57481947.htm,marrakech,massira 1
Voitures d'occasion,peugeot rifter 6 porte,"casablanca, centre ville",il y a 14 minutes,2022,Manuelle,Diesel,N/A,abdelkarim,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Peugeot_Rifter_6_porte_51127303.htm,casablanca,centre ville
Voitures d'occasion,audi q3 diesel quattro 2017,"agadir, centre ville",il y a 14 minutes,2017,Automatique,Diesel,N/A,«,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Audi_Q3_Diesel_Quattro_2017_57505225.htm,agadir,centre ville
Voitures d'occasion,land rover velar diesel automatique 2018,"marrakech, massira 1",il y a 14 minutes,2018,Automatique,Diesel,N/A,Auto Hamza,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Land_Rover_Velar_Diesel_Automatique_2018_55448945.htm,marrakech,massira 1
Voitures d'occasion,chery tiggo 2 pro essence automatique 2022,"marrakech, massira 1",il y a 14 minutes,2022,Automatique,Essence,N/A,Auto Hamza,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Chery_Tiggo_2_Pro_Essence_Automatique_2022_57481983.htm,marrakech,massira 1
Voitures d'occasion,mercedes classe e280 diesel,"casablanca, belvédère",il y a 13 minutes,2008,Automatique,Diesel,N/A,Particulier,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Mercedes_classe_E280_diesel_51370044.htm,casablanca,belvédère
Voitures d'occasion,mercedes-benz gle 03-2018 à marrakech,"marrakech, massira 2",il y a 13 minutes,2018,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/MERCEDES_BENZ_GLE_03_2018_à_Marrakech_55402570.htm,marrakech,massira 2
Voitures d'occasion,evogue inporte accepte reprise,"casablanca, californie",il y a 14 minutes,2021,Automatique,Diesel,N/A,Anas,https://www.avito.ma/fr/californie/voitures_d_occasion/evogue_Inporte_accepte_reprise_56379884.htm,casablanca,californie
Voitures d'occasion,seat ateca diesel automatique 2020 à settat,"settat, toute la ville",il y a 13 minutes,2020,Automatique,Diesel,N/A,midou,https://www.avito.ma/fr/settat/voitures_d_occasion/Seat_Ateca_Diesel_Automatique_2020_à_Settat_57495929.htm,settat,toute la ville
Voitures d'occasion,nissan navara 05-2015 à marrakech,"marrakech, massira 2",il y a 13 minutes,2015,Manuelle,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/NISSAN_NAVARA_05_2015_à_Marrakech_54217408.htm,marrakech,massira 2
Voitures d'occasion,dacia sandero diesel manuelle 2023 à tanger full,"tanger, mozart",il y a 13 minutes,2023,Manuelle,Diesel,N/A,VIP Auto Tanger,https://www.avito.ma/fr/mozart/voitures_d_occasion/Dacia_Sandero_Diesel_Manuelle_2023_à_Tanger_full_57323821.htm,tanger,mozart
Voitures d'occasion,mitsubishi l200 1ère main,"casablanca, aïn diab",il y a 14 minutes,2023,Manuelle,Diesel,N/A,EL mos,https://www.avito.ma/fr/aïn_diab/voitures_d_occasion/Mitsubishi_L200_1ère_main_57305952.htm,casablanca,aïn diab
Voitures d'occasion,renault megane 09-2020 automatique à marrakech,"marrakech, massira 2",il y a 12 minutes,2020,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/RENAULT_MEGANE_09_2020_Automatique_à_Marrakech_53862381.htm,marrakech,massira 2
Voitures d'occasion,ford focus connected bva facelift 2023 1ère main,"tétouan, wilaya",il y a 12 minutes,2023,Automatique,Diesel,N/A,ABITO,https://www.avito.ma/fr/wilaya/voitures_d_occasion/Ford_Focus_Connected_BVA_Facelift_2023_1ère_main_57429547.htm,tétouan,wilaya
Voitures d'occasion,clio 5 reprise,"casablanca, ain sebaa",il y a 13 minutes,2023,Manuelle,Diesel,N/A,KARIM,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Clio_5_reprise_57322467.htm,casablanca,ain sebaa
Voitures d'occasion,new beetle 2020,"casablanca, ain sebaa",il y a 12 minutes,2020,Automatique,Diesel,N/A,Abdo,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/New_Beetle_2020_57404914.htm,casablanca,ain sebaa
Voitures d'occasion,bmw x4 01-2019 2025 à marrakech,"marrakech, massira 2",il y a 12 minutes,2019,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/BMW_X4_01_2019_2025_à_Marrakech_55225388.htm,marrakech,massira 2
Voitures d'occasion,audi a6 finition business,"rabat, hay riad",il y a 12 minutes,2023,Automatique,Diesel,N/A,Salim,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Audi_A6_Finition_Business_55738959.htm,rabat,hay riad
Voitures d'occasion,audi q5 2018 dédouaner 2021 à marrakech,"marrakech, massira 2",il y a 12 minutes,2018,Automatique,Diesel,N/A,Auto Hicham Errahmani,https://www.avito.ma/fr/massira_2/voitures_d_occasion/AUDI_Q5_2018_Dédouaner_2021_à_Marrakech_56257678.htm,marrakech,massira 2
Voitures d'occasion,ford kuga 2020,"fès, autre secteur",il y a 17 minutes,2020,Manuelle,Diesel,N/A,EL ASRI AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Ford_Kuga_2020_51026739.htm,fès,autre secteur
Voitures d'occasion,volkswagen t-roc 2024 avec financement,"casablanca, ain sebaa",il y a 18 minutes,2024,Automatique,Diesel,N/A,autocash.ma,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Volkswagen_T_Roc_2024_avec_financement_57294652.htm,casablanca,ain sebaa
Voitures d'occasion,jeep wrangler sahara,"casablanca, 2 mars",il y a 17 minutes,2016,Automatique,Diesel,N/A,Brookline auto,https://www.avito.ma/fr/2_mars/voitures_d_occasion/Jeep_wrangler_Sahara_57015596.htm,casablanca,2 mars
Voitures d'occasion,volkswagen tiguan m2016 d2021,"meknès, zerhounia",il y a 17 minutes,2016,Automatique,Diesel,N/A,SOULTANA AUTO,https://www.avito.ma/fr/zerhounia/voitures_d_occasion/VOLKSWAGEN_TIGUAN_M2016_D2021_56387968.htm,meknès,zerhounia
Voitures d'occasion,kia caren 2023,"fès, autre secteur",il y a 18 minutes,2023,Automatique,Diesel,N/A,EL ASRI AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Kia_Caren_2023_51026194.htm,fès,autre secteur
Voitures d'occasion,porsche cayenne s hybrid finition carbon,"casablanca, 2 mars",il y a 18 minutes,2024,Automatique,Hybride,N/A,Brookline auto,https://www.avito.ma/fr/2_mars/voitures_d_occasion/Porsche_Cayenne_S_Hybrid_Finition_Carbon_57325370.htm,casablanca,2 mars
Voitures d'occasion,volkswagen tiguan diesel automatique 2018,"casablanca, aïn chock",il y a 18 minutes,2018,Automatique,Diesel,N/A,AUTO BABA HAFID,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Volkswagen_Tiguan_Diesel_Automatique_2018_57443817.htm,casablanca,aïn chock
Voitures d'occasion,mercedes-benz classe glc diesel automatique 2021,"marrakech, amelkis",il y a 16 minutes,2021,Automatique,Diesel,N/A,RONY,https://www.avito.ma/fr/amelkis/voitures_d_occasion/Mercedes_Benz_Classe_GLC_Diesel_Automatique_2021_57499105.htm,marrakech,amelkis
Voitures d'occasion,dacia duster 2wd manuel 1ére main 13k km,"tétouan, wilaya",il y a 16 minutes,2022,Manuelle,Diesel,N/A,ABITO,https://www.avito.ma/fr/wilaya/voitures_d_occasion/Dacia_Duster_2wd_manuel_1ére_main_13k_km_57493229.htm,tétouan,wilaya
Voitures d'occasion,mercedes-benz classe clc diesel automatique 2021,"marrakech, massira 1",il y a 16 minutes,2021,Automatique,Diesel,N/A,Auto Hamza,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Mercedes_Benz_Classe_CLC_Diesel_Automatique_2021_55701878.htm,marrakech,massira 1
Voitures d'occasion,jeep renegade diesel automatique 2021 à marrakech,"marrakech, massira 1",il y a 16 minutes,2021,Automatique,Diesel,N/A,Auto Hamza,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Jeep_Renegade_Diesel_Automatique_2021_à_Marrakech_57198677.htm,marrakech,massira 1
Voitures d'occasion,volkswagen tiguan,"oujda, boustane",il y a 28 minutes,2015,Automatique,Diesel,https://content.avito.ma/classifieds/images/10144811663?t=images,brahim,https://www.avito.ma/fr/boustane/voitures_d_occasion/Volkswagen_Tiguan_57323060.htm,oujda,boustane
Voitures de location,location renault clio 5 automatique,"casablanca, centre ville",il y a 6 heures,,N/A,N/A,https://content.avito.ma/classifieds/images/10140395781?t=images,1 service car,https://www.avito.ma/fr/centre_ville/voitures_de_location/Location_Renault_Clio_5_Automatique_57058676.htm,casablanca,centre ville
Voitures de location,votre partenaire dans tous les aéroports du maroc,"nouaceur, toute la ville",il y a 4 heures,,N/A,N/A,https://content.avito.ma/classifieds/images/10141597089?t=images,1 service car,https://www.avito.ma/fr/nouaceur/voitures_de_location/Votre_partenaire_dans_tous_les_aéroports_du_Maroc_57171385.htm,nouaceur,toute la ville
Voitures d'occasion,jeep grand cherokee diesel automatique 2021,"marrakech, massira 1",il y a 15 minutes,2021,Automatique,Diesel,N/A,Auto Hamza,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Jeep_Grand_Cherokee_Diesel_Automatique_2021_55736928.htm,marrakech,massira 1
Voitures d'occasion,volkswagen jetta automatique star cuir panoramique usa,"oujda, hay fath",il y a 15 minutes,2017,Automatique,Diesel,N/A,AZDAD AUTO,https://www.avito.ma/fr/hay_fath/voitures_d_occasion/Volkswagen_Jetta_automatique_star_cuir_panoramique_Usa_56195727.htm,oujda,hay fath
Voitures d'occasion,hyundai tucson diesel automatique 2022,"casablanca, centre ville",il y a 15 minutes,2022,Automatique,Diesel,N/A,Chemseddine Karim,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Hyundai_Tucson_Diesel_Automatique_2022_57479055.htm,casablanca,centre ville
Voitures d'occasion,audi a4 diesel automatique 2023,"rabat, guich oudaya",il y a 15 minutes,2023,Automatique,Diesel,N/A,CHRIAA AUTO,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Audi_A4_diesel_Automatique_2023_56116640.htm,rabat,guich oudaya
Voitures d'occasion,audi a4 tdi automatique s tronic,"casablanca, sidi maarouf",il y a 15 minutes,2021,Automatique,Diesel,N/A,Malak,https://www.avito.ma/fr/sidi_maarouf/voitures_d_occasion/Audi_A4_TDI_automatique_S_Tronic_47832947.htm,casablanca,sidi maarouf
Voitures d'occasion,bmw 520d g30 automatique 2020,"rabat, guich oudaya",il y a 14 minutes,2020,Automatique,Diesel,N/A,CHRIAA AUTO,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/BMW_520d_G30_automatique_2020_57319736.htm,rabat,guich oudaya
Voitures d'occasion,ford focus diesel manuelle 2022 à settat,"settat, toute la ville",il y a 14 minutes,2022,Manuelle,Diesel,N/A,midou,https://www.avito.ma/fr/settat/voitures_d_occasion/Ford_Focus_Diesel_Manuelle_2022_à_Settat_57443376.htm,settat,toute la ville
Voitures d'occasion,skoda karoq diesel automatique 2019 à settat,"settat, toute la ville",il y a 15 minutes,2019,Automatique,Diesel,N/A,midou,https://www.avito.ma/fr/settat/voitures_d_occasion/Skoda_Karoq_Diesel_Automatique_2019_à_Settat_57013362.htm,settat,toute la ville
Voitures d'occasion,audi q5 s line diesel 2021,"rabat, hay el fath",il y a 14 minutes,2021,Automatique,Diesel,N/A,Auto Barangouch,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Audi_Q5_S_line_Diesel_2021_56376280.htm,rabat,hay el fath
Voitures d'occasion,audi a3 2023,"casablanca, aïn chock",il y a 16 minutes,2023,Automatique,Diesel,N/A,M. Iyade Auto,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Audi_A3_2023_57482623.htm,casablanca,aïn chock
Voitures d'occasion,audi q2 modèle 2018,"fès, autre secteur",il y a 16 minutes,2018,Automatique,Diesel,N/A,EL ASRI AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Audi_Q2_modèle_2018_53808312.htm,fès,autre secteur
Voitures d'occasion,hyundai tucson diesel automatique 2017 à rabat,"rabat, hay al farah",il y a 16 minutes,2017,Automatique,Diesel,N/A,ROYALCAR RABAT,https://www.avito.ma/fr/hay_al_farah/voitures_d_occasion/Hyundai_Tucson_Diesel_Automatique_2017_à_Rabat_57464271.htm,rabat,hay al farah
Voitures d'occasion,dacia duster 1.5 dci 110 edc prestige,"casablanca, ain sebaa",il y a 17 minutes,2024,Automatique,Diesel,N/A,otoclic casablanca,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Dacia_Duster_1_5_dCi_110_EDC_Prestige_50409842.htm,casablanca,ain sebaa
Voitures d'occasion,renault kangoo diesel,"berrechid, toute la ville",il y a 16 minutes,2016,Manuelle,Diesel,N/A,Hyundai Zwina,https://www.avito.ma/fr/berrechid/voitures_d_occasion/Renault_kangoo_diesel_57508977.htm,berrechid,toute la ville
